GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
1400000US19061000802,"Census Tract 8.02, Dubuque County, Iowa",1437,82,2,2.1,0,1.6,9.3,4.5,14.8,5.8,14,5.5,17.3,5.4,17.7,5.4,15,4.6,3.2,2.2,6.7,3.4,62844,6179,83581,8995,16.4,(X),(X),(X),(X),(X),1086,81,0,2,0,2,3.8,3.5,9.2,6.8,15,6.4,17.9,6.3,21.3,6.9,19.8,6.3,4.2,2.9,8.8,4.6,83438,9775,99893,11655,(X),(X),16.4,(X),(X),(X),972,87,0,2.3,0,2.3,3.3,3.8,8,6.6,13.4,6.1,18.6,6.6,20.6,6.5,22.1,6.7,4.1,3.1,9.9,5.3,85316,6207,N,N,(X),(X),(X),(X),(X),(X),351,111,8.3,8.3,0,6.2,26.5,13.8,31.9,12.7,10.8,10.4,15.7,10.6,6.8,7.4,0,6.2,0,6.2,0,6.2,30417,4777,33111,5341,(X),(X),(X),(X),16.2,(X)
1400000US19061000900,"Census Tract 9, Dubuque County, Iowa",1384,106,3.6,2.6,6.3,4.2,5.6,2.8,16.7,5,20.2,6.5,22.5,6.2,19.1,5.7,4.6,3.3,0.7,1.1,0.7,1.1,46607,8319,55471,6073,14.5,(X),(X),(X),(X),(X),889,113,1.1,1.9,5.1,5.6,7.4,3.9,9.1,4.7,25.8,9.1,24.3,8.5,17.8,6.9,7.2,5.1,1.1,1.7,1.1,1.8,52563,13709,61623,8766,(X),(X),17.5,(X),(X),(X),693,113,0,3.2,6.5,7.1,7.1,4.4,7.6,5,16.9,8.9,28.3,9.9,21.5,8.5,9.2,6.6,1.4,2.2,1.4,2.3,65762,6841,N,N,(X),(X),(X),(X),(X),(X),495,113,8.1,6.4,8.5,6.6,2.2,3.4,30.3,10.8,16.4,9.5,12.9,7.5,21.6,14.5,0,4.4,0,4.4,0,4.4,35469,6750,43147,7927,(X),(X),(X),(X),9.1,(X)
1400000US19061001101,"Census Tract 11.01, Dubuque County, Iowa",1429,78,0.8,1.3,3.3,2.3,8.8,4.2,14.7,4.9,23.5,6,13.6,4.1,16.6,6,8.4,3.6,5.6,3.2,4.7,2.7,49516,3418,75891,9882,22.4,(X),(X),(X),(X),(X),1090,96,0,2,0,2,3.4,4.1,16.6,5.6,18.3,6.7,15.7,5,21.6,7.5,11,4.8,7.3,4.2,6.1,3.5,64366,12890,89919,12307,(X),(X),22.1,(X),(X),(X),941,104,0,2.4,0,2.4,2.9,4.3,12.6,5.2,15.7,7.2,17.1,5.5,24,8.3,12,5.3,8.5,4.8,7.1,4,76174,13427,N,N,(X),(X),(X),(X),(X),(X),339,87,3.2,5.2,13.9,9.2,26.3,13.6,14.2,10.1,34.8,13.9,7.1,5.9,0.6,2.4,0,6.4,0,6.4,0,6.4,26654,7567,29997,3913,(X),(X),(X),(X),20.4,(X)
1400000US19061001102,"Census Tract 11.02, Dubuque County, Iowa",2520,141,2.6,1.9,2.7,2.1,9.3,3.6,16.1,4.8,19.1,5.2,20.6,4.6,11.6,4,9.9,3.4,4.2,2.1,3.8,1.9,50145,4888,69027,7096,21.3,(X),(X),(X),(X),(X),1711,144,1.6,1.8,1.3,1.7,1.6,1.6,10.9,4.3,16.8,6,26.5,6,17.1,5.7,12.4,4.6,6.3,3.1,5.6,2.8,64629,7478,84999,9916,(X),(X),15.8,(X),(X),(X),1475,145,0,1.5,0,1.5,0.8,1.3,8.9,4,15.4,4.8,27.7,6.5,19.7,6.4,13.8,5.1,7.3,3.5,6.4,3.2,71603,9991,N,N,(X),(X),(X),(X),(X),(X),809,177,6.6,5.2,5.7,4.8,23.7,10.7,27.1,11.9,24.1,10.6,8.2,5.4,0,2.7,4.7,4.6,0,2.7,0,2.7,32535,6380,34585,5059,(X),(X),(X),(X),32.9,(X)
1400000US19061001201,"Census Tract 12.01, Dubuque County, Iowa",1855,80,6.8,3.2,6.9,4.2,13.1,4.2,12.9,4.1,18.2,4.4,23,5.1,9.4,3.6,8,4.1,0.6,0.9,1,1.1,41917,4414,51473,5717,24.9,(X),(X),(X),(X),(X),974,124,2.5,3.3,2.9,4.4,4.8,3.4,12,6.5,22.7,5.9,28.1,9.1,15.6,6.6,9.3,4.9,1.1,1.7,0.9,1.5,52049,5779,61514,7878,(X),(X),27.8,(X),(X),(X),756,128,0,2.9,0,2.9,2.6,2.8,10.3,7.2,23.8,7,32.9,11.2,17.2,8.3,10.4,5.5,1.5,2.2,1.2,2,55515,3944,N,N,(X),(X),(X),(X),(X),(X),881,106,11.7,5.9,11.4,7.5,24.1,8.6,13.8,6,11.5,5.7,18,8.3,2.6,3.1,5.8,5.2,0,2.5,1.1,1.8,26678,6503,39426,7676,(X),(X),(X),(X),21.2,(X)
1400000US19061001202,"Census Tract 12.02, Dubuque County, Iowa",878,86,3.1,3,14.8,6.9,7.4,4.5,24.7,9,10.7,5.5,25.7,9.3,8,5.6,2.8,2.6,2.7,2.9,0,2.5,35000,12999,44815,5899,15.9,(X),(X),(X),(X),(X),471,63,1.7,3,8.5,9.5,1.7,3,17.2,10.7,15.1,8.6,34.8,13.2,12.3,10.2,3.6,4,5.1,5.3,0,4.7,51637,4308,57063,9365,(X),(X),15.1,(X),(X),(X),301,64,0,7.2,4,6,0,7.2,14.3,11.8,21.3,12,34.6,13.9,12.3,11.9,5.6,6.3,8,8.4,0,7.2,53506,4051,N,N,(X),(X),(X),(X),(X),(X),407,101,4.7,5.1,22.1,9.7,14,8.4,33.4,13.3,5.7,5.4,15.2,11.4,2.9,4.7,2,3.1,0,5.4,0,5.4,27524,2933,30640,5344,(X),(X),(X),(X),17,(X)
1400000US19061001204,"Census Tract 12.04, Dubuque County, Iowa",742,37,0,3,0,3,13.2,6.3,8.4,5.4,14.2,6.5,12.4,7.9,20.6,9,29.4,11.6,1.9,2.8,0,3,77750,19928,74377,9557,31.7,(X),(X),(X),(X),(X),539,58,0,4.1,0,4.1,5,5.1,3.3,3.7,15.8,6.7,15.8,10.9,25,12,32.5,11.8,2.6,3.8,0,4.1,79775,15342,81688,9086,(X),(X),30.1,(X),(X),(X),502,54,0,4.4,0,4.4,4,5.1,1.2,1.9,13.3,6.3,16.9,11.5,26.9,13,34.9,12.3,2.8,4.1,0,4.4,85625,19021,N,N,(X),(X),(X),(X),(X),(X),203,67,0,10.5,0,10.5,35,20.9,21.7,17,9.9,12.3,3.4,5.9,8.9,11.9,21.2,28,0,10.5,0,10.5,34112,14973,54966,24401,(X),(X),(X),(X),36,(X)
1400000US19061001205,"Census Tract 12.05, Dubuque County, Iowa",1727,117,2.3,2,5.4,2.8,10,4.1,13.4,5.4,9.6,3.5,26.5,7.3,20.2,6.6,10.9,4.8,0.9,1.5,0.8,1.3,55879,4396,60386,4058,18,(X),(X),(X),(X),(X),1129,114,0,2,0,2,2.1,2,10.2,6.1,14,4.8,32,10,23.8,8.9,15.2,6.7,1.4,2.2,1.2,2,69961,6786,73215,5090,(X),(X),11.8,(X),(X),(X),1028,105,0,2.2,0,2.2,2.3,2.2,10.3,6.6,9,5.1,35.1,10.8,25.1,9.4,15.2,7,1.6,2.4,1.4,2.2,70833,4601,N,N,(X),(X),(X),(X),(X),(X),598,122,6.5,5.5,15.6,8,24.9,11.5,19.6,10.3,1.3,2.3,16.1,8.1,13.2,9.3,2.8,4.5,0,3.7,0,3.7,26250,8979,36165,6361,(X),(X),(X),(X),29.8,(X)
1400000US19061010101,"Census Tract 101.01, Dubuque County, Iowa",886,70,7.2,6,13.4,8.3,16.4,6.1,12.3,6.9,16.9,7.4,16.8,8.4,5.4,4.5,9,6.1,1.1,2,1.4,2.2,36250,10653,47576,7357,26.1,(X),(X),(X),(X),(X),564,77,2.8,4.6,12.9,12,8.3,6.4,10.6,9,18.4,10.2,22.3,11.7,8.5,6.8,12.1,8.7,1.8,3.1,2.1,3.5,48125,7982,59189,12121,(X),(X),30.3,(X),(X),(X),381,72,0,5.7,0,5.7,3.4,4.9,15.7,13,16.3,9.6,33.1,16.4,11.3,9.5,14.4,10.3,2.6,4.4,3.1,5.2,57841,11736,N,N,(X),(X),(X),(X),(X),(X),322,80,14.9,12.8,14.3,11.3,30.4,12.9,15.2,11.2,14.3,11.9,7.1,10.7,0,6.7,3.7,5.9,0,6.7,0,6.7,21042,6436,27234,6790,(X),(X),(X),(X),18.6,(X)
1400000US19061010103,"Census Tract 101.03, Dubuque County, Iowa",1075,84,6.8,5,1,1.5,11.7,5.8,7.5,3.6,16.8,5.9,28.7,7.7,15.1,5.9,6.9,4,1.4,2,4,3.8,55977,7165,65584,8887,24.6,(X),(X),(X),(X),(X),765,91,1.2,2,1.4,2.2,5.4,5.2,6.8,4.1,20.3,7.2,32,9.7,15.7,6.4,9.7,5.6,2,2.9,5.6,5.4,61512,3996,76918,13479,(X),(X),26.9,(X),(X),(X),718,92,1.3,2.1,1.5,2.3,5.7,5.5,4.7,3.5,18.9,7.5,32.7,10.2,16.7,6.8,10.3,6,2.1,3.1,6,5.8,62460,8096,N,N,(X),(X),(X),(X),(X),(X),310,84,20.6,15.6,0,7,27.4,13.5,9.4,8.6,14.5,10.5,14.5,12.1,13.5,10.9,0,7,0,7,0,7,26500,10364,36688,8207,(X),(X),(X),(X),18.7,(X)
1400000US19061010104,"Census Tract 101.04, Dubuque County, Iowa",1557,132,1.9,1.8,1,1,5.7,3.3,12.9,6.9,9,3.9,20,6.4,18.4,6.5,23.8,5.8,1.3,1.2,6.2,3.5,74450,10128,83488,8379,11.7,(X),(X),(X),(X),(X),1236,92,1.5,2.1,0.5,0.8,7.4,4.4,7.8,4.5,7.8,4.1,21.8,7.4,20.6,7.1,25.9,6.4,1.7,1.6,4.9,3.3,79318,7260,86155,8374,(X),(X),13.2,(X),(X),(X),1159,87,1.6,2.2,0,1.9,4.4,3.6,8,4.7,8.4,4.4,21,7.5,21.9,7.6,27.6,6.8,1.8,1.7,5.3,3.5,81190,7818,N,N,(X),(X),(X),(X),(X),(X),321,118,3.1,4,2.8,3.8,5,5.4,32.7,22.4,7.2,6.6,12.8,11,10,11.6,15.6,11.9,0,6.8,10.9,10.4,47292,35370,71685,21960,(X),(X),(X),(X),5.9,(X)
1400000US19061010105,"Census Tract 101.05, Dubuque County, Iowa",1444,102,2.8,2.1,5.2,5,9.1,6.3,5.3,3.8,13.6,5.9,16.3,6,24.9,7.6,11,5.1,3.6,4,8.2,6.5,70500,10275,94598,23658,22,(X),(X),(X),(X),(X),1254,110,2,1.7,1.4,2.2,7.1,6.4,4.9,3.7,15.7,6.5,16.7,6.8,27.4,8.7,12.7,5.7,4.1,4.6,7.9,7.1,77535,8962,97754,25611,(X),(X),22.5,(X),(X),(X),1062,129,0,2.1,1.7,2.6,3.2,4.9,5.7,4.4,15,6.4,19.8,7.8,25.4,8.5,15,6.7,4.9,5.4,9.3,8.2,81000,11059,N,N,(X),(X),(X),(X),(X),(X),190,105,7.9,12.4,30,30.1,22.1,20.9,8.4,13.9,0,11.2,13.2,16.4,8.4,13.6,0,11.2,0,11.2,10,14.6,22935,17277,73765,67263,(X),(X),(X),(X),18.4,(X)
1400000US19061010201,"Census Tract 102.01, Dubuque County, Iowa",1815,64,3.5,2.2,2,2,3.9,2.6,5.1,2.7,10.2,4.6,26.6,5.6,17,4.8,19.6,5.4,5.8,2.9,6.4,3.1,73628,11784,95945,13744,18.5,(X),(X),(X),(X),(X),1581,81,1.5,1.1,1.3,1.8,3.2,2.6,3.9,2.4,10.1,5.1,27.4,5.9,17.8,5.2,22,6.2,5.6,2.8,7.3,3.5,82981,12441,102947,14986,(X),(X),18.1,(X),(X),(X),1436,85,0,1.6,1.3,1.9,2.2,2.5,3.8,2.5,7,3.7,28.9,5.9,19.4,5.6,23.2,6.1,6.1,3.1,8.1,3.9,85996,3131,N,N,(X),(X),(X),(X),(X),(X),234,83,20.1,14.2,6.8,9.5,8.5,9.8,11.1,11.4,10.3,9.8,22.2,14.6,11.5,12.2,1.7,2.8,7.7,10.9,0,9.2,36176,22743,46707,17446,(X),(X),(X),(X),19.7,(X)
1400000US19061010202,"Census Tract 102.02, Dubuque County, Iowa",1335,83,3.1,1.7,2.9,1.7,6.3,2.2,11.8,2.8,14.1,3.1,29.7,4.8,16.1,3.6,12.7,3.7,2.7,1.4,0.5,0.6,60029,3641,65402,3759,15.8,(X),(X),(X),(X),(X),1037,52,3.5,2.1,2.1,1.7,2.8,1.7,6.6,2.5,14.3,3.4,31.9,5.6,18.6,4.5,16.1,4.6,3.5,1.8,0.7,0.7,66738,3762,72717,4175,(X),(X),15.9,(X),(X),(X),890,61,1.2,1.6,2.5,2,1.3,0.9,4.2,2.2,12.5,3.6,34.8,6.4,20.7,4.8,18.3,5.4,3.7,2.1,0.8,0.8,70671,3285,N,N,(X),(X),(X),(X),(X),(X),298,71,4.4,5.4,6.4,5.2,20.8,7.9,32.9,9.4,12.4,7.8,14.8,7.9,7.4,6.1,1,1.4,0,7.3,0,7.3,30461,3000,35981,4843,(X),(X),(X),(X),14.8,(X)
1400000US19061010300,"Census Tract 103, Dubuque County, Iowa",1272,70,3.5,2.5,4.1,2.7,6.6,3.4,11.1,5,18.2,6.8,30.5,7.2,14.7,5.4,8.3,4.1,2.7,2,0.2,0.4,59643,8310,60139,4956,18.8,(X),(X),(X),(X),(X),897,86,2.5,2.8,1.7,1.9,4,2.8,6.2,3.9,12.4,5,36.9,8.8,20.8,7.9,11.4,5.6,3.8,2.9,0.3,0.5,67411,2256,71087,5750,(X),(X),23,(X),(X),(X),869,88,1.5,2.3,1.7,2,3.9,2.8,5.5,3.8,12.8,5.1,37.1,9.1,21.5,8.1,11.7,5.8,3.9,2.9,0.3,0.5,67576,2192,N,N,(X),(X),(X),(X),(X),(X),375,86,6.1,5.6,9.9,7.1,13.3,9.2,22.7,13.1,31.7,16.4,15.2,8,0,5.8,1.1,1.8,0,5.8,0,5.8,33750,7353,33799,3977,(X),(X),(X),(X),8.8,(X)
1400000US19061010400,"Census Tract 104, Dubuque County, Iowa",1478,85,3.7,2.3,6,2.8,10.4,4.6,10.6,3.3,21.4,4.2,21,4.3,13.2,3.7,11.1,5,0.7,0.8,1.8,1.5,48969,2895,58753,5753,25.6,(X),(X),(X),(X),(X),1044,98,1,1,3,1.9,7.3,3.3,6.5,2.3,20.7,4.8,25.4,5.1,19.4,5.3,13.2,6.7,1.1,1.1,2.5,2.1,59250,7405,69471,6122,(X),(X),28.9,(X),(X),(X),906,74,0.4,0.5,2.3,2.1,7.1,3.6,4.7,2,23.4,5,26.6,5.6,20.5,5.5,11.1,4.8,1.2,1.3,2.5,2.3,59625,6162,N,N,(X),(X),(X),(X),(X),(X),434,80,10.4,7.6,13.4,7.1,18,13.4,20.5,9,23.3,8.8,10.4,7,0,5,4.1,3.8,0,5,0,5,28516,4460,32111,5240,(X),(X),(X),(X),17.7,(X)
1400000US19061010500,"Census Tract 105, Dubuque County, Iowa",1817,122,5,3.1,4.8,2.6,10.6,3.4,12.2,4.1,22.9,5.1,17.9,5.2,13.2,4.2,10.4,4.7,2,1.6,1,1.1,44213,3577,55018,4870,22.6,(X),(X),(X),(X),(X),1220,83,0.8,1.4,2,1.8,4.6,3,9.3,4.1,24.3,6.1,20.9,6.1,18.2,6,15.5,6.8,3,2.3,1.5,1.6,56087,7663,67825,5708,(X),(X),26.2,(X),(X),(X),1079,89,0,2.1,1.3,1.4,3.7,2.7,9,4.3,23.2,6.8,19.6,6.7,20.6,6.7,17.5,7.4,3.4,2.6,1.7,1.8,66313,16861,N,N,(X),(X),(X),(X),(X),(X),597,146,15.1,9.3,12.4,6.9,22.8,8.9,19.1,9.3,18.4,8.1,12.2,8.7,0,3.7,0,3.7,0,3.7,0,3.7,22383,8462,26188,4133,(X),(X),(X),(X),13.4,(X)
1400000US19061010600,"Census Tract 106, Dubuque County, Iowa",1134,80,2.9,2.7,0.7,0.6,10,4.3,11.6,5.9,21.3,6.4,23.6,6.3,19.7,6.2,7.3,3.9,1.8,2.2,1.1,1.7,52222,4983,60561,5978,25.8,(X),(X),(X),(X),(X),939,69,0.7,1,0.1,0.4,7.6,4.1,10.4,6.7,21.9,7.4,27.1,7.5,23.9,7.9,5,3.1,1.9,2.6,1.4,2.1,56964,9019,64502,6850,(X),(X),28.5,(X),(X),(X),859,68,0.2,0.4,0.1,0.4,7.5,4.3,11.4,7.2,19.3,6.9,26.7,8.1,26.1,8.5,5.1,3.3,2.1,2.9,1.5,2.3,59583,8862,N,N,(X),(X),(X),(X),(X),(X),195,68,13.3,13.3,3.6,3.9,23.6,15.4,17.4,12.2,17.9,14.1,12.3,11.2,0.5,2.1,10.3,13.8,1,1.6,0,10.9,33385,9815,39711,12847,(X),(X),(X),(X),12.8,(X)
1400000US19063070100,"Census Tract 701, Emmet County, Iowa",889,94,3.4,2.3,10.8,3.8,7.6,3.1,13.8,3.4,16.4,4.1,24.3,5.6,11.7,3.5,6.7,3.3,2.4,1.6,2.8,2.1,47989,6509,59793,7276,24.7,(X),(X),(X),(X),(X),580,64,1.9,2.2,0.3,0.5,5.9,3.5,15,4.9,16.6,5.5,26.2,6.6,17.4,5.2,9.8,4.6,2.6,2,4.3,3.2,57969,6114,73616,10326,(X),(X),21.9,(X),(X),(X),506,64,1.4,2.1,0.4,0.6,2.8,2.2,14.2,5.1,15.2,5.4,30,7.2,18.8,5.8,10.1,4.8,3,2.3,4.2,3.3,61053,5577,N,N,(X),(X),(X),(X),(X),(X),309,71,6.1,5.2,30.4,9.2,16.8,7.7,12.6,7.1,15.9,8.1,15.2,8.7,1,1.4,0,7,1.9,2.8,0,7,22458,5253,30527,5985,(X),(X),(X),(X),30.1,(X)
1400000US19063070200,"Census Tract 702, Emmet County, Iowa",701,75,3.7,2.5,7.3,4.3,12.8,5.7,8.7,3.8,16.5,6.4,19.3,5.7,11.1,4.3,13.8,5.8,3.3,2.7,3.4,3,53472,14791,78172,20511,33.4,(X),(X),(X),(X),(X),540,66,2.6,2,4.3,4.7,5.4,4.6,6.5,4.1,20.2,7.7,20.9,6.3,13.9,5.7,17.6,7.4,4.3,3.5,4.4,3.8,67045,7694,92908,25413,(X),(X),35.6,(X),(X),(X),500,60,1,1.3,1.8,2.5,5.8,4.9,6.2,4.2,19.2,7.8,22.6,6.7,15,6,19,8,4.6,3.8,4.8,4.2,69052,4949,N,N,(X),(X),(X),(X),(X),(X),161,63,7.5,8.9,17.4,12.2,37.9,15.2,16.8,9.7,4.3,4.2,14.9,10.7,0,13,1.2,2.3,0,13,0,13,21350,2725,28219,6507,(X),(X),(X),(X),26.1,(X)
1400000US19063070300,"Census Tract 703, Emmet County, Iowa",1290,136,9.3,5,10.5,6.8,19.3,7.1,7.8,3.6,21.4,6.2,18.6,5.4,7.8,3.8,5.3,3.5,0,1.7,0,1.7,36464,5033,41535,4617,14.3,(X),(X),(X),(X),(X),756,108,1.7,2.6,7.1,10,11.8,7.2,4.1,3.4,31.7,10.4,25.7,8.3,13.4,6.5,4.5,3.7,0,2.9,0,2.9,46810,4339,51419,6326,(X),(X),15.5,(X),(X),(X),562,91,2.3,3.5,0,3.9,6,5.6,3.7,3.9,37,12.3,26.9,10.1,18,8.5,6,4.9,0,3.9,0,3.9,50735,10365,N,N,(X),(X),(X),(X),(X),(X),534,104,20,11,15.2,8.6,30,12.5,12.9,7.4,6.7,6.1,8.6,8.1,0,4.1,6.6,6.5,0,4.1,0,4.1,18571,6091,27543,7483,(X),(X),(X),(X),12.7,(X)
1400000US19063070400,"Census Tract 704, Emmet County, Iowa",1406,124,3.8,3.4,5.1,3.8,17.4,6.5,11.7,4.2,18.2,4.8,18.8,6.2,13.9,5.1,7.9,4,0.6,1.1,2.7,2.7,42360,6645,62389,11529,21.1,(X),(X),(X),(X),(X),946,126,3.4,3.5,1,1.6,13.6,8.4,4.5,3,19.2,6.6,24.6,8.4,18.2,7.7,10.5,5.2,1,1.6,4,4,56923,5559,76950,17267,(X),(X),18.7,(X),(X),(X),762,100,0,2.9,1.2,2,9.8,6.7,3.9,2.6,13.8,6.2,30.6,9.5,21.5,9.3,13,6.7,1.2,2,5,5.1,65729,8982,N,N,(X),(X),(X),(X),(X),(X),460,98,4.6,7.2,13.7,10.5,25,11.4,26.3,10.4,16.1,7.9,6.7,6.2,5,5.9,2.6,4.5,0,4.8,0,4.8,27279,5657,31747,6099,(X),(X),(X),(X),26.1,(X)
1400000US19065080100,"Census Tract 801, Fayette County, Iowa",1204,85,6.6,3.9,11.2,4.7,10.7,5,16.5,5.1,9.3,3.5,25.7,5.8,15.1,5.3,4.9,3,0,1.8,0,1.8,41458,10518,46409,3570,16.4,(X),(X),(X),(X),(X),735,96,2.2,3.1,3.8,5.4,5.6,3.6,15.8,6.9,13.2,5.3,33.1,9.2,20.7,7.2,5.7,4.2,0,3,0,3,53656,3875,56109,5227,(X),(X),11.7,(X),(X),(X),616,82,0,3.6,4.5,6.4,3.4,3.5,9.4,5.6,14.3,5.9,38.3,10.4,23.2,8.6,6.8,5.1,0,3.6,0,3.6,57037,8569,N,N,(X),(X),(X),(X),(X),(X),469,98,13.4,8.3,22.8,9.9,22,12,15.4,6.3,3.2,3.6,13.2,6.6,6.4,8.4,3.6,3.9,0,4.7,0,4.7,21250,5308,30518,6171,(X),(X),(X),(X),23.7,(X)
1400000US19065080200,"Census Tract 802, Fayette County, Iowa",1281,109,7.9,3.5,6.6,2.7,13,4.4,12.3,3.8,16.4,4.7,21.7,4.5,15.5,3.4,5.4,2.3,0,1.7,1.3,1,42708,6980,53146,4625,22.7,(X),(X),(X),(X),(X),846,100,3.4,3,0.2,0.5,12.9,6.1,10.3,4,20.1,6.7,24.2,5.8,19,4.8,7.8,3.5,0,2.6,2,1.6,53750,6003,62686,7253,(X),(X),21,(X),(X),(X),700,89,1.7,2.4,0,3.2,8.1,4.6,7.1,3.6,20.9,7.3,28,6.8,22.7,5.5,9,4.2,0,3.2,2.4,2,62672,7432,N,N,(X),(X),(X),(X),(X),(X),435,85,17.9,8.5,19.3,7,11.7,5.1,17.5,7.6,13.1,7,12.2,6.9,7.6,4.6,0.7,1,0,5,0,5,27656,10101,32009,4498,(X),(X),(X),(X),25.5,(X)
1400000US19065080300,"Census Tract 803, Fayette County, Iowa",890,52,4.8,2.5,4.3,2,11.5,4.1,9.3,3.9,16.7,4.7,23.6,6.4,13,3.7,11.9,4.8,4.2,2.6,0.7,0.7,52206,3940,61778,5167,20.8,(X),(X),(X),(X),(X),684,55,0.4,0.7,2,1.7,8.5,4.2,9.2,4.5,18.4,5.5,25.7,8,14.3,4.4,15.5,6,5.4,3.4,0.4,0.7,57984,7249,69527,6358,(X),(X),22.7,(X),(X),(X),615,61,0,3.6,1.3,1.5,8.9,4.7,7.6,4.5,17.6,5.6,27,8.5,13.8,4.6,17.2,6.6,6,3.7,0.5,0.8,59402,9666,N,N,(X),(X),(X),(X),(X),(X),206,48,20.9,9.3,10.2,6.8,21.4,10.4,16,9.3,9.7,7.5,11.7,9,8.7,7.7,0,10.3,0,10.3,1.5,2.2,24375,4039,34351,7536,(X),(X),(X),(X),14.6,(X)
1400000US19065080400,"Census Tract 804, Fayette County, Iowa",1288,138,10.9,5.2,5.8,4.3,11.9,5.5,12.7,5.9,23.8,7.8,21,7,5,3.5,7.1,3.4,1.6,1.7,0,1.7,39722,5052,45521,4412,22.6,(X),(X),(X),(X),(X),693,100,2.6,2.9,3.6,5.3,6.6,4.8,7.2,4.9,26.7,9.1,29,10.1,10.4,6.8,10.8,6.2,3,3.1,0,3.2,55216,12789,59642,6890,(X),(X),11.8,(X),(X),(X),563,101,1.6,2.4,0,3.9,5.5,4.8,4.3,4.6,28.1,9.9,34.5,11.6,11.4,7.9,11,7,3.7,3.8,0,3.9,58594,4883,N,N,(X),(X),(X),(X),(X),(X),595,107,20.7,10.9,8.4,6.3,21.2,10.2,16,10.5,20.5,11.5,11.8,9.3,0,3.7,1.5,2,0,3.7,0,3.7,24837,7812,28160,5211,(X),(X),(X),(X),35.1,(X)
1400000US19065080500,"Census Tract 805, Fayette County, Iowa",1623,113,7.6,4.4,10.4,4.4,19.3,4.2,13.7,4.7,17.1,5.5,14,5,11.3,5.4,1,1.6,2.2,1.9,3.5,2.5,31940,9294,52380,8706,19.8,(X),(X),(X),(X),(X),1096,88,3.8,5.1,6.8,5.2,12.9,5.4,15.1,6.5,20.3,7.3,16.1,6.3,15.9,7.8,1.5,2.4,3.3,2.8,4.3,3.5,40331,3429,64125,13436,(X),(X),19.7,(X),(X),(X),908,103,4.6,6.2,3.1,3.2,11.2,5.2,12.7,6.2,22.5,8.4,18.2,7.2,18.2,8.8,1.8,2.9,2.6,2.9,5.2,4.2,42206,11251,N,N,(X),(X),(X),(X),(X),(X),527,102,15.4,7.5,18,8.7,35.3,8.7,12.7,7.3,10.2,6.9,4.7,5.6,1.9,3.2,0,4.2,0,4.2,1.7,2.9,19261,1432,26247,6210,(X),(X),(X),(X),19.9,(X)
